iter	Logloss
0	0.655879144
1	0.6206405704
2	0.589007705
3	0.552587375
4	0.5254238809
5	0.5001898164
6	0.4759465907
7	0.4542798421
8	0.4350092759
9	0.4157110129
10	0.3948728384
11	0.3792991293
12	0.3590282386
13	0.3460779474
14	0.3310625932
15	0.3204521342
16	0.311283348
17	0.3027249744
18	0.2921296426
19	0.2845536383
20	0.2748692703
21	0.2679512704
22	0.2615064365
23	0.2560675935
24	0.2510952475
25	0.2453224056
26	0.2371660983
27	0.232945408
28	0.2285416141
29	0.224710324
30	0.2191580421
31	0.2144666278
32	0.2090815552
33	0.2045029187
34	0.1994121215
35	0.1938998867
36	0.1915321533
37	0.1873421514
38	0.1846765476
39	0.1826314734
40	0.180325799
41	0.1778792283
42	0.1750962904
43	0.1728913706
44	0.170429585
45	0.1683831751
46	0.165814483
47	0.1641747543
48	0.1624314265
49	0.1599696334
50	0.158727582
51	0.1571272897
52	0.1547025261
53	0.1531881985
54	0.1513512523
55	0.1506298805
56	0.149395666
57	0.1480329632
58	0.1465306482
59	0.1449065284
60	0.1435961605
61	0.1419392414
62	0.1404119622
63	0.1393362561
64	0.1383868314
65	0.1370428694
66	0.1356181569
67	0.1347061169
68	0.1339159883
69	0.1328240998
70	0.1319629941
71	0.1312984881
72	0.1304839407
73	0.1293491807
74	0.1282635171
75	0.127657006
76	0.1267718558
77	0.1261936276
78	0.1252447398
79	0.1243360398
80	0.1236773279
81	0.1228172012
82	0.1222492864
83	0.1213286386
84	0.1205668923
85	0.1196786705
86	0.1189792258
87	0.1182692695
88	0.1178461161
89	0.1174413042
90	0.1169276151
91	0.1161984095
92	0.1157968717
93	0.1153710042
94	0.114920943
95	0.1139332539
96	0.1135015269
97	0.1128458865
98	0.1124057214
99	0.1118646021
100	0.1114652702
101	0.1109784889
102	0.1106723413
103	0.1101408936
104	0.1095036865
105	0.1090520106
106	0.1087502577
107	0.1080931184
108	0.1072952935
109	0.1069613834
110	0.1062030496
111	0.1058709961
112	0.1052847712
113	0.1047280232
114	0.104380755
115	0.1038879998
116	0.10360098
117	0.1030963446
118	0.1028187692
119	0.1021444537
120	0.1016899973
121	0.1014011528
122	0.1010750275
123	0.1006892102
124	0.1003882351
125	0.09992916546
126	0.099445018
127	0.09888931127
128	0.09844906681
129	0.09806840275
130	0.09782248118
131	0.09737496931
132	0.09693610164
133	0.09671163087
134	0.09633396004
135	0.0960045072
136	0.09561139618
137	0.09536639509
138	0.09486448643
139	0.09456539095
140	0.09429345525
141	0.09393266867
142	0.09355414961
143	0.09331916099
144	0.09305149347
145	0.09252509008
146	0.09223903518
147	0.09195862543
148	0.09176094392
149	0.09149050114
150	0.09104049076
151	0.09066006154
152	0.09036764915
153	0.09000783335
154	0.08972995824
155	0.0894723626
156	0.08927739083
157	0.08905929119
158	0.08893532842
159	0.08860485152
160	0.08818236617
161	0.08784912555
162	0.08753262053
163	0.08722061802
164	0.08694608512
165	0.08663760985
166	0.08634859518
167	0.08607963024
168	0.08568288747
169	0.0854685415
170	0.08509127565
171	0.08458051742
172	0.08433106145
173	0.08400913546
174	0.08375878156
175	0.08353501312
176	0.08325602128
177	0.08295028884
178	0.08269186869
179	0.08239823679
180	0.08224416362
181	0.08205099864
182	0.08185619429
183	0.08163864173
184	0.08139197867
185	0.08103898594
186	0.08089991355
187	0.08078672886
188	0.08053583634
189	0.08034069698
190	0.080216223
191	0.08001751065
192	0.0797631154
193	0.07937031521
194	0.07918179464
195	0.07896509223
196	0.07880646242
197	0.07857573735
198	0.07833052168
199	0.07804094289
200	0.07789127408
201	0.07763613711
202	0.07736955717
203	0.07722198289
204	0.07698279528
205	0.07683567267
206	0.07657583147
207	0.07636448891
208	0.07624046954
209	0.07612132734
210	0.07599588214
211	0.07573369515
212	0.0754788391
213	0.07518066722
214	0.0749558001
215	0.07477543956
216	0.07451862478
217	0.0744001729
218	0.07428541748
219	0.07409234353
220	0.07392443522
221	0.07374896316
222	0.0735904372
223	0.07339861609
224	0.07318244518
225	0.07303158257
226	0.07278028843
227	0.07247376731
228	0.07236911588
229	0.07225827431
230	0.07206928221
231	0.0718327911
232	0.07161171978
233	0.07150783844
234	0.07137179897
235	0.07116259011
236	0.07105299941
237	0.07079992923
238	0.07056664077
239	0.07045882841
240	0.07020797808
241	0.07007438272
242	0.06996033662
243	0.06976963513
244	0.06954849875
245	0.06936716754
246	0.06926287752
247	0.06917748267
248	0.06906807067
249	0.06893264674
250	0.06872748002
251	0.06856882556
252	0.06842100464
253	0.06822843433
254	0.06801815575
255	0.06782496961
256	0.06766257893
257	0.0675815719
258	0.06751332086
259	0.06737743507
260	0.06713667006
261	0.06700784486
262	0.06688166851
263	0.06677651603
264	0.06660623961
265	0.06652646562
266	0.06635186608
267	0.06612086656
268	0.06601941653
269	0.06582179477
270	0.06566069162
271	0.06556294485
272	0.06534122354
273	0.06513624565
274	0.0649967391
275	0.06477628762
276	0.06457718777
277	0.06440526223
278	0.0641973147
279	0.06397320011
280	0.06369069216
281	0.06346277524
282	0.06331166565
283	0.06319715974
284	0.06301086043
285	0.06286695782
286	0.06269266204
287	0.06256150358
288	0.06241047153
289	0.06226508169
290	0.06211566502
291	0.06193302066
292	0.06177505581
293	0.06157525652
294	0.06149683148
295	0.06139938955
296	0.06130152549
297	0.06104204132
298	0.0609337289
299	0.06079001209
300	0.06066780143
301	0.06052681175
302	0.06044644659
303	0.0602857004
304	0.06022546282
305	0.06003520133
306	0.05991876191
307	0.05973734491
308	0.05962113472
309	0.05949359833
310	0.05929068781
311	0.05916287744
312	0.05898609314
313	0.05881623157
314	0.05859446835
315	0.05848818168
316	0.05838454053
317	0.05829586404
318	0.05813734358
319	0.05795269493
320	0.05781021367
