iter	Logloss
321	0.05760842664
322	0.05752140307
323	0.05738124663
324	0.05728174877
325	0.05719613035
326	0.05703798073
327	0.05687654283
328	0.05678742765
329	0.05665214479
330	0.05654549196
331	0.05642463928
332	0.05632134727
333	0.05621393242
334	0.0560744368
335	0.05596983338
336	0.05581756783
337	0.05569422645
338	0.05556504613
339	0.05539903932
340	0.05525485246
341	0.05511998647
342	0.05506732061
343	0.05499126153
344	0.05485471425
345	0.05478241894
346	0.05470552785
347	0.05458043261
348	0.05443142807
349	0.05430451746
350	0.05416358972
351	0.05405914301
352	0.05398628053
353	0.05382184022
354	0.05374369094
355	0.05356958352
356	0.05342731905
357	0.05319393119
358	0.05313506652
359	0.05303513675
360	0.0529134295
361	0.05280071767
362	0.05272632488
363	0.05257889542
364	0.05249093163
365	0.05235857839
366	0.05220683561
367	0.05208972301
368	0.0519657013
369	0.05184638962
370	0.0516777368
371	0.05161426781
372	0.05150165368
373	0.0514421254
374	0.05138306714
375	0.05132390068
376	0.05119012895
377	0.05110129242
378	0.05096873098
379	0.05084030781
380	0.05074846162
381	0.05067065549
382	0.05053051216
383	0.05041560411
384	0.05031581733
385	0.05018973566
386	0.05009907775
387	0.05003982843
388	0.0499759924
389	0.04986759288
390	0.04974588627
391	0.04960104507
392	0.04954397195
393	0.04943830569
394	0.04932200508
395	0.04915535632
396	0.04903842284
397	0.04898532729
398	0.04887055003
399	0.04879044922
400	0.04867504351
401	0.04856087991
402	0.04846002204
403	0.04833976085
404	0.04815096843
405	0.04801001099
406	0.04791106695
407	0.04782710482
408	0.04775026854
409	0.04758206149
410	0.04741493217
411	0.04732131198
412	0.04721351973
413	0.04712082855
414	0.04700006879
415	0.04686143188
416	0.04676232635
417	0.04664587015
418	0.04653883061
419	0.04642627884
420	0.04632523468
421	0.04623333747
422	0.04613138898
423	0.04603502295
424	0.04591814173
425	0.04582234799
426	0.04573473413
427	0.04566441503
428	0.04557122968
429	0.04545707299
430	0.04535931081
431	0.04525127949
432	0.04513821982
433	0.04507900961
434	0.04496577157
435	0.04491757204
436	0.04483058232
437	0.04474912377
438	0.04463752183
439	0.04451180685
440	0.04444492511
441	0.04434477558
442	0.04429058484
443	0.04418293176
444	0.04414147124
445	0.04408857638
446	0.04394185448
447	0.04383605527
448	0.04375914032
449	0.04366886948
450	0.04358982188
451	0.04354824143
452	0.04345513984
453	0.04340447721
454	0.04331225171
455	0.0432274856
456	0.04317949217
457	0.04306364951
458	0.04297908452
459	0.04291477699
460	0.04277246552
461	0.04270299058
462	0.04259492875
463	0.04252297594
464	0.04246160165
465	0.04239043047
466	0.04228861911
467	0.04216350027
468	0.04210070604
469	0.04198873355
470	0.04195386333
471	0.04183660099
472	0.04172695571
473	0.04161405116
474	0.04151372748
475	0.04140794931
476	0.04135784215
477	0.04129376261
478	0.04121286425
479	0.04112957775
480	0.0410505095
481	0.04094050684
482	0.0408810944
483	0.04078961398
484	0.04071693555
485	0.04061722276
486	0.04052577542
487	0.04039458978
488	0.04031156009
489	0.04026761456
490	0.04019297047
491	0.04010804252
492	0.04003556662
493	0.03998644313
494	0.03995003612
495	0.03983891696
496	0.03978119501
497	0.03967315584
498	0.0395814763
499	0.03950444474
500	0.03947057522
501	0.0393919745
502	0.03929064608
503	0.03924849945
504	0.0391746569
505	0.03909930481
506	0.03899978561
507	0.03893358628
508	0.03883259184
509	0.03879862678
510	0.03867984036
511	0.03863076177
512	0.03857785163
513	0.03848424744
514	0.03842719221
515	0.03838730048
516	0.03831803803
517	0.03822245334
518	0.0381550227
519	0.03811753812
520	0.03807400372
521	0.03803678443
522	0.03800523282
523	0.03795092997
524	0.03789250455
525	0.0378234821
526	0.03775123837
527	0.03768732639
528	0.03765174069
529	0.03757905487
530	0.03750846736
531	0.0374399153
532	0.03737503795
533	0.03731220493
534	0.03722383552
535	0.03715369045
536	0.03711501325
537	0.03703352944
538	0.03690454417
539	0.03685360815
540	0.03678166405
541	0.03669711122
542	0.03661513618
543	0.0365437678
544	0.0365032902
545	0.03639222037
546	0.03635391172
547	0.03630568428
548	0.03627016934
549	0.03620068122
550	0.03612870947
551	0.0360266731
552	0.03597424154
553	0.03592251631
554	0.03584073693
555	0.03574140289
556	0.03571954401
557	0.03568356952
558	0.03563242613
559	0.03553811556
560	0.03549176826
561	0.03540124921
562	0.03534786651
563	0.03527044718
564	0.03520802039
565	0.03514959748
566	0.03508421869
567	0.03500009906
568	0.0349629499
569	0.03485511811
570	0.03482361938
571	0.03475977721
572	0.03467049267
573	0.03459052095
574	0.03450468552
575	0.03444558793
576	0.03438028768
577	0.0343467666
578	0.03430596477
579	0.0342333957
580	0.0341595908
581	0.03411995794
582	0.03403962729
583	0.03398626037
584	0.03394754656
585	0.03387099673
586	0.03383930369
587	0.0338243238
588	0.03376232041
589	0.03370040954
590	0.03364062802
591	0.03359065023
592	0.03354072113
593	0.03350559278
594	0.03344507902
595	0.03337567315
596	0.03334714666
597	0.03330031449
598	0.0332446985
599	0.0331607796
600	0.03308957514
601	0.03303555977
602	0.03300755411
603	0.03298066778
604	0.03292205077
605	0.03289029692
606	0.03283949953
607	0.0327899409
608	0.03274063852
609	0.03265441431
610	0.03260287564
611	0.03254085274
612	0.03249262214
613	0.03241851488
614	0.0323713975
615	0.0323199364
616	0.03225923462
617	0.03218430541
618	0.03212273348
619	0.03206814913
620	0.03204232048
621	0.03199039951
622	0.03195655119
623	0.03189959428
624	0.0318292718
625	0.03179476653
626	0.03175931375
627	0.03172223096
628	0.03167717101
629	0.03161809253
630	0.03155995129
631	0.03154193123
632	0.03149764107
633	0.0314348117
634	0.03138255505
635	0.03129267453
636	0.03124629833
637	0.03119675714
638	0.03113802934
639	0.03111182286
640	0.03103594548
641	0.03098004574
642	0.03093463328
643	0.03089411652
644	0.03086434742
645	0.03080682516
646	0.03072371611
647	0.03066340873
648	0.03063867209
649	0.03060608818
650	0.03053560578
651	0.03047006607
652	0.0304178489
653	0.03036481737
654	0.03030475607
655	0.03027723491
656	0.03021261655
657	0.03016369611
658	0.03015010008
659	0.03009737235
660	0.03005722479
661	0.02998078748
662	0.0299372217
663	0.02991552607
664	0.02986007329
665	0.02980530102
666	0.02976300296
667	0.02972525639
668	0.02968399394
669	0.02964821643
670	0.02959435976
671	0.02955869475
672	0.02949171195
673	0.02944055508
674	0.02937971522
675	0.02933502558
676	0.02930750737
677	0.02928058165
678	0.02923917655
679	0.02921389821
680	0.02918852031
681	0.02912897517
682	0.02905550884
683	0.02899133917
684	0.02896497005
685	0.02892696669
686	0.02891115297
687	0.02886207375
688	0.02879752901
689	0.02875612593
690	0.02870281781
691	0.02865290505
692	0.02863111687
693	0.02860559951
694	0.02857674023
695	0.02853833913
696	0.02849969331
697	0.02846085791
698	0.02841890147
699	0.02839610645
